product_id,product_name,category,brand,cost_price,selling_price
429,Robust asynchronous extranet,Books,BrandD,377.37,614.22
430,Multi-tiered neutral infrastructure,Clothing,BrandE,153.14,235.59
431,Cloned content-based workforce,Toys,BrandD,340.13,518.47
432,Proactive logistical neural-net,Books,BrandA,396.3,639.46
433,Profound non-volatile instruction set,Beauty,BrandA,31.58,46.18
434,Future-proofed actuating interface,Beauty,BrandE,304.56,477.65
435,Right-sized bi-directional leverage,Toys,GenericBrand,484.62,676.45
436,Networked foreground capability,Sports,BrandB,392.86,577.63
437,Enterprise-wide bottom-line hierarchy,Beauty,BrandB,278.75,397.29
438,Balanced asymmetric focus group,Toys,BrandB,47.42,74.5
439,Reactive national flexibility,Clothing,GenericBrand,45.61,58.95
440,Cross-platform value-added software,Books,BrandA,371.13,515.87
441,Expanded 6thgeneration protocol,Clothing,BrandC,7.57,10.48
442,Advanced bifurcated Graphical User Interface,Sports,BrandD,55.6,69.63
443,Horizontal intermediate encoding,Food,BrandA,280.71,423.16
444,Face-to-face regional portal,Electronics,BrandE,49.36,75.65
445,Reactive heuristic encoding,Beauty,BrandD,432.54,522.25
446,Ameliorated neutral paradigm,Toys,BrandE,390.69,638.74
447,Virtual directional concept,Home & Garden,BrandD,288.12,375.06
448,Expanded needs-based pricing structure,Books,BrandD,73.73,101.8
449,Diverse background orchestration,Books,BrandD,36.32,53.06
450,Pre-emptive bottom-line attitude,Sports,BrandC,244.69,304.92
451,Open-source directional encoding,Home & Garden,BrandE,361.85,541.86
452,Seamless composite conglomeration,Home & Garden,BrandA,231.64,296.8
453,Grass-roots bi-directional ability,Toys,BrandC,169.45,266.39
454,Synchronized fault-tolerant Internet solution,Food,GenericBrand,170.69,288.34
455,Organized didactic emulation,Books,GenericBrand,153.72,240.1
456,Configurable incremental structure,Home & Garden,BrandD,242.11,316.34
457,Organic coherent support,Beauty,BrandD,149.27,241.37
458,Seamless web-enabled implementation,Home & Garden,BrandD,166.31,227.54
459,Quality-focused well-modulated flexibility,Beauty,BrandE,61.37,94.41
460,Synergistic mobile Internet solution,Books,GenericBrand,342.45,523.97
461,Inverse 3rdgeneration methodology,Food,BrandC,471.77,625.47
462,Organic real-time database,Clothing,BrandD,410.39,688.39
463,Digitized tertiary archive,Food,BrandC,73.89,102.09
464,Down-sized zero tolerance initiative,Books,BrandA,359.04,600.83
465,Extended foreground help-desk,Food,BrandD,495.4,736.93
466,Grass-roots dynamic structure,Toys,BrandC,274.1,458.96
467,Focused homogeneous policy,Clothing,GenericBrand,59.14,79.78
468,Assimilated systemic open system,Beauty,BrandE,87.34,136.91
469,Stand-alone tangible architecture,Toys,BrandD,483.57,676.49
470,Universal 3rdgeneration info-mediaries,Clothing,BrandE,10.22,13.85
471,Multi-lateral homogeneous adapter,Home & Garden,GenericBrand,225.66,323.75
472,Optional uniform knowledge user,Books,BrandA,175.76,213.5
473,Cross-group intermediate extranet,Sports,BrandA,210.91,374.79
474,Focused encompassing hierarchy,Books,BrandB,177.42,249.42
475,Polarized cohesive concept,Food,GenericBrand,177.41,223.28
476,Reduced secondary model,Food,GenericBrand,162.86,224.77
477,Automated homogeneous hierarchy,Clothing,BrandA,16.18,22.75
478,Virtual discrete array,Books,BrandE,465.31,765.11
479,Cross-group reciprocal standardization,Books,BrandD,278.2,389.09
480,Function-based attitude-oriented moderator,Food,BrandB,119.77,172.83
481,Organized coherent frame,Books,BrandA,322.04,469.95
482,Optional even-keeled contingency,Home & Garden,BrandA,227.54,331.69
483,Open-source fault-tolerant concept,Home & Garden,BrandA,106.86,176.47
484,Focused background process improvement,Clothing,BrandC,400.75,609.99
485,Re-engineered solution-oriented toolset,Beauty,GenericBrand,102.55,130.07
486,Horizontal neutral leverage,Food,BrandE,266.22,421.55
487,Down-sized disintermediate adapter,Toys,BrandC,307.6,477.46
488,Robust transitional archive,Beauty,GenericBrand,423.53,665.12
489,Visionary bandwidth-monitored flexibility,Sports,GenericBrand,459.75,714.5
490,Public-key bottom-line time-frame,Books,BrandA,160.03,214.94
491,Reactive well-modulated hub,Books,BrandD,189.79,243.85
492,Distributed national contingency,Toys,BrandD,300.23,463.82
493,Advanced fresh-thinking concept,Books,GenericBrand,245.9,374.36
494,Profound 3rdgeneration middleware,Books,BrandB,279.68,417.78
495,Object-based client-driven concept,Books,BrandA,160.72,236.35
496,Phased coherent capacity,Beauty,BrandB,476.16,709.84
497,Robust holistic orchestration,Toys,BrandD,482.1,724.72
498,Persistent dynamic knowledgebase,Toys,BrandD,343.92,498.47
499,Triple-buffered bifurcated structure,Food,BrandB,87.79,135.13
500,Diverse scalable portal,Sports,BrandC,21.18,28.27
